OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036GT,2026-08-03T19:58:54.079104,14.33282360,.00238413,74.0327,262.6582,207.0583,273.8496,0,U,34008,999,91318,.57834241E-4,.134E-5,0
COSMOS 2251 DEB,1993-036GU,2026-08-03T21:22:35.348160,14.33384734,.00288331,74.0360,268.9794,283.8606,249.8837,0,U,34009,999,91300,.63595803E-4,.15E-5,0
COSMOS 2251 DEB,1993-036GW,2026-08-03T20:05:12.633792,14.42862559,.00401168,74.0113,255.3009,286.3671,73.3076,0,U,34011,999,91291,.38466889E-3,.127E-4,0
COSMOS 2251 DEB,1993-036GZ,2026-08-03T09:23:59.334144,14.75616211,.0040186,74.0157,183.8695,265.4376,256.0800,0,U,34014,999,92747,.54659204E-3,.3746E-4,0
COSMOS 2251 DEB,1993-036HA,2026-08-03T15:40:08.895936,14.61820110,.00208974,74.0232,71.9642,111.5638,304.3487,0,U,34015,999,91947,.82909525E-3,.4126E-4,0
COSMOS 2251 DEB,1993-036HD,2026-08-03T00:55:19.875072,13.81343470,.02650568,73.8758,56.6151,49.4793,103.6402,0,U,34018,999,87878,.24339858E-3,.315E-5,0
COSMOS 2251 DEB,1993-036HE,2026-08-03T18:48:54.387648,14.34770809,.00603288,73.9543,339.9865,106.3072,45.3317,0,U,34019,999,90876,.56496348E-3,.1609E-4,0
COSMOS 2251 DEB,1993-036HG,2026-08-03T14:13:41.579904,14.50610508,.00197324,74.0345,50.4605,136.6315,280.1567,0,U,34021,999,92020,.25613491E-3,.98E-5,0
COSMOS 2251 DEB,1993-036HH,2026-08-03T15:40:56.252640,14.39249833,.00230642,74.0523,199.6665,213.2548,268.2258,0,U,34022,999,91560,.13363734E-3,.389E-5,0
COSMOS 2251 DEB,1993-036HJ,2026-08-03T14:30:42.078816,14.40989579,.00196712,74.0241,178.7622,225.3949,256.0411,0,U,34023,999,91582,.21782271E-3,.675E-5,0
COSMOS 2251 DEB,1993-036HK,2026-08-03T13:23:21.234624,14.35616379,.00224366,74.0441,247.3542,246.8705,237.0122,0,U,34024,999,91379,.90405754E-4,.235E-5,0
COSMOS 2251 DEB,1993-036HM,2026-08-03T16:43:52.852800,13.65748703,.03458674,73.7684,308.1259,141.6831,18.6223,0,U,34026,999,86725,.74644356E-3,.9E-5,0
COSMOS 2251 DEB,1993-036HP,2026-08-03T19:43:23.026656,13.20818029,.05451286,73.8841,348.2590,86.7091,60.5699,0,U,34028,999,84098,.28525826E-4,.9E-7,0
COSMOS 2251 DEB,1993-036HS,2026-08-03T16:54:00.835776,14.61812479,.00229119,74.0119,47.9609,109.7409,9.2437,0,U,34031,999,91982,.73125876E-3,.3637E-4,0
COSMOS 2251 DEB,1993-036HW,2026-08-03T21:45:34.660224,14.54449153,.00410147,74.0626,267.7420,217.9840,196.5668,0,U,34035,999,91368,.71243993E-3,.3038E-4,0
COSMOS 2251 DEB,1993-036HX,2026-08-03T14:19:42.562560,15.20188424,.00088658,74.0037,27.9729,52.6409,307.5594,0,U,34036,999,92093,.37337019E-2,.81852E-3,0
COSMOS 2251 DEB,1993-036HY,2026-08-03T16:39:30.691872,14.35298296,.00543334,74.0522,341.9903,334.6413,25.2074,0,U,34037,999,91073,.25991603E-3,.731E-5,0
COSMOS 2251 DEB,1993-036JB,2026-08-03T21:55:41.462112,13.69128307,.03353904,73.9571,38.6521,306.3359,50.7222,0,U,34040,999,86804,.34994627E-3,.424E-5,0
COSMOS 2251 DEB,1993-036JG,2026-08-03T11:55:12.332064,14.34176509,.00277535,74.0365,243.0769,272.1492,158.7300,0,U,34045,999,91384,.45144931E-4,.101E-5,0
COSMOS 2251 DEB,1993-036JH,2026-08-03T08:08:24.668160,14.48359083,.00776762,74.0381,293.5437,319.8303,114.9990,0,U,34046,999,91206,.5741382E-3,.2203E-4,0
COSMOS 2251 DEB,1993-036JM,2026-08-03T17:53:17.549664,13.96712885,.02183572,74.0889,328.4084,336.8352,173.8017,0,U,34050,999,88698,.27229532E-3,.438E-5,0
COSMOS 2251 DEB,1993-036JQ,2026-08-03T17:54:02.346336,13.49389981,.04241522,73.8414,224.9532,334.4436,23.6223,0,U,34053,999,85840,.36263712E-3,.375E-5,0
COSMOS 2251 DEB,1993-036JT,2026-08-03T20:03:38.056032,14.21908821,.01258992,74.0574,17.2134,9.5277,57.7474,0,U,34056,999,89737,.56963508E-3,.1337E-4,0
COSMOS 2251 DEB,1993-036JV,2026-08-03T07:54:40.428576,13.56327678,.0376658,73.9329,159.3913,110.4070,43.3026,0,U,34058,999,86309,.49634183E-3,.533E-5,0
COSMOS 2251 DEB,1993-036JW,2026-08-03T23:43:59.792736,14.54156103,.0017477,74.0371,103.8585,125.7979,247.2693,0,U,34059,999,91863,.37538632E-3,.1563E-4,0
COSMOS 2251 DEB,1993-036JY,2026-08-03T08:43:20.538624,14.40783443,.00212985,74.0377,191.3738,218.6702,292.2713,0,U,34061,999,91544,.18938144E-3,.581E-5,0
COSMOS 2251 DEB,1993-036JZ,2026-08-03T11:11:21.230016,14.85437448,.00679773,74.0257,35.5363,55.1804,331.4846,0,U,34062,999,92059,.14900487E-2,.13382E-3,0
COSMOS 2251 DEB,1993-036KB,2026-08-03T08:51:39.108960,14.43036715,.00230018,74.0306,197.1583,214.7523,297.7255,0,U,34064,999,91511,.27823396E-3,.909E-5,0
COSMOS 2251 DEB,1993-036KC,2026-08-03T16:39:51.566976,14.38269465,.00176128,74.0346,187.0990,234.8309,300.5265,0,U,34065,999,91568,.11022989E-3,.309E-5,0
COSMOS 2251 DEB,1993-036KH,2026-08-03T10:45:23.197824,14.83732033,.00196977,73.9997,14.3193,71.2404,320.7536,0,U,34070,999,92070,.15934564E-2,.13218E-3,0
COSMOS 2251 DEB,1993-036KK,2026-08-03T17:41:03.410592,14.60538967,.00428951,74.0582,318.7713,261.2102,259.8698,0,U,34114,999,91213,.14618019E-2,.7168E-4,0
